,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,hardship_flag,disbursement_method,debt_settlement_flag
10,37701596,10000,10000,10000, 36 months,11.99,332.1,B,B5,RENT,90000,Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37701596,debt_consolidation,483xx,MI,8.44,0,Jul-03,675,679,1,5,0,23723,98,10,f,0,0,6957.45,6957.45,5395.29,1562.16,0,0,0,Oct-16,332.1,Aug-17,499,0,0,1,Individual,0,0,0,0,0,N,Cash,N
11,37800722,12975,12975,12975, 36 months,17.86,468.17,D,D5,RENT,60000,Source Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37800722,house,331xx,FL,22.42,0,Jan-99,680,684,0,11,0,5200,33.1,19,f,0,0,5746.89,5746.89,2628.14,1603.2,0,1515.55,272.799,Mar-16,50,Oct-16,664,660,0,1,Individual,0,0,0,0,0,N,Cash,N
12,37682226,17000,17000,17000, 36 months,13.66,578.22,C,C3,MORTGAGE,75000,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37682226,debt_consolidation,144xx,NY,23.63,0,Jan-01,675,679,0,7,0,5063,46.4,31,f,0,0,19562.31,19562.31,17000,2562.31,0,0,0,May-16,10888.01,Dec-17,704,700,0,1,Individual,0,0,0,0,0,N,Cash,N
13,37712169,21075,21075,21075, 60 months,21.99,581.95,E,E5,MORTGAGE,55000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37712169,debt_consolidation,606xx,IL,29.5,0,Nov-87,690,694,0,14,0,15955,88.6,21,f,11588.21,11588.21,20303.88,20303.88,9486.79,10817.09,0,0,0,Dec-17,581.95,Dec-17,654,650,0,1,Individual,0,0,0,0,0,N,Cash,N
14,37742129,6000,6000,6000, 36 months,10.49,194.99,B,B3,MORTGAGE,120000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37742129,home_improvement,403xx,KY,6.87,3,Jul-89,660,664,0,11,0,49626,82.6,48,f,0,0,6839.302523,6839.3,6000,839.3,0,0,0,Apr-17,578.3,Apr-17,669,665,0,1,Individual,0,0,0,0,0,N,Cash,N
15,37742142,2000,2000,2000, 36 months,14.99,69.33,C,C5,RENT,32200,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37742142,credit_card,112xx,NY,22.14,0,Sep-96,670,674,0,10,1,9544,62.4,21,f,0,0,2101.52,2101.52,2000,101.52,0,0,0,May-15,1897.69,Dec-17,579,575,0,1,Individual,0,0,0,1,0,N,Cash,N
16,36520573,3000,3000,3000, 36 months,10.49,97.5,B,B3,RENT,60000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=36520573,medical,926xx,CA,9.54,0,Jun-95,680,684,0,7,0,4936,42.6,18,f,0,0,3453.260603,3453.26,3000,453.26,0,0,0,Feb-17,1117.63,Dec-17,669,665,0,1,Individual,0,0,0,0,0,N,Cash,N
17,37854423,2000,2000,2000, 36 months,15.99,70.31,D,D2,RENT,37000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37854423,other,852xx,AZ,16.19,2,Dec-93,700,704,1,9,0,4533,20.1,22,f,0,0,2375.95,2375.95,2000,375.95,0,0,0,Jun-16,1255.43,Jun-16,574,570,0,1,Individual,0,0,0,0,0,N,Cash,N
18,37822018,2000,2000,2000, 36 months,14.31,68.66,C,C4,RENT,52000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37822018,other,329xx,FL,5.98,0,Feb-10,680,684,1,3,0,2227,74.2,8,f,0,0,2465.422148,2465.42,2000,465.42,0,0,0,Oct-17,123.62,Nov-17,679,675,0,1,Individual,0,0,0,0,0,N,Cash,N
19,37752109,13550,13550,13550, 60 months,19.99,358.92,E,E3,OWN,40000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37752109,debt_consolidation,304xx,GA,16.23,0,Jul-07,690,694,0,8,0,2492,51.9,20,f,7289.99,7289.99,12524.58,12524.58,6260.01,6264.57,0,0,0,Dec-17,358.92,Dec-17,674,670,0,1,Individual,0,0,0,0,0,N,Cash,N
20,36441833,7200,7200,7200, 36 months,12.39,240.49,C,C1,MORTGAGE,84000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=36441833,debt_consolidation,760xx,TX,18.79,0,Jun-06,685,689,1,11,0,5105,18.8,17,f,237.88,237.88,8404.76,8404.76,6962.12,1442.64,0,0,0,Dec-17,240.49,Dec-17,609,605,0,1,Individual,0,0,0,0,0,N,Cash,N
21,37611006,14000,14000,14000, 36 months,10.49,454.97,B,B3,OWN,42000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37611006,credit_card,754xx,TX,35.68,0,Nov-99,730,734,0,13,0,23135,50.7,21,f,450.95,450.95,15903.55,15903.55,13549.05,2354.5,0,0,0,Dec-17,454.97,Dec-17,634,630,0,1,Individual,0,0,0,0,0,N,Cash,N
22,37822020,1000,1000,1000, 36 months,12.39,33.41,C,C1,OWN,60000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37822020,other,567xx,MN,18.38,0,Jan-02,705,709,1,17,0,9566,55,29,f,0,0,1139.77,1139.77,1000,139.77,0,0,0,Jul-16,347.83,Jul-16,784,780,0,1,Individual,0,0,0,0,0,N,Cash,N
23,37740199,6000,6000,6000, 36 months,14.99,207.97,C,C5,RENT,20000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37740199,debt_consolidation,960xx,CA,14.99,0,Aug-02,665,669,1,11,0,6941,67.4,25,f,0,0,6849.32,6849.32,6000,849.32,0,0,0,Mar-16,2658.2,Feb-16,694,690,0,1,Individual,0,0,0,0,0,N,Cash,N
24,36280613,18000,18000,18000, 36 months,11.99,597.78,B,B5,OWN,70000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=36280613,debt_consolidation,333xx,FL,9.11,0,Jun-01,710,714,0,6,0,16644,52.3,13,f,0,0,21420.64432,21420.64,18000,3420.64,0,0,0,Nov-17,1273.88,Nov-17,814,810,0,1,Individual,0,0,0,0,0,N,Cash,N
25,36109709,2000,2000,2000, 36 months,12.99,67.38,C,C2,RENT,21312,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=36109709,medical,463xx,IN,5.46,0,Nov-98,710,714,1,14,0,744,1.9,20,w,0,0,2059.85,2059.85,2000,59.85,0,0,0,Apr-15,1928.7,Jan-17,764,760,0,1,Individual,0,0,0,0,0,N,Cash,N
26,37791988,10800,10800,10800, 36 months,9.49,345.91,B,B2,MORTGAGE,42000,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37791988,debt_consolidation,467xx,IN,18.89,0,Apr-07,675,679,1,19,0,10213,77.4,30,f,0,0,12379.60622,12379.61,10800,1579.61,0,0,0,Jun-17,2708.37,Jun-17,664,660,0,1,Individual,0,0,0,0,0,N,Cash,N
27,37822030,18450,18450,18450, 36 months,14.31,633.36,C,C4,MORTGAGE,108000,Not Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37822030,home_improvement,810xx,CO,23.37,0,Mar-03,680,684,3,11,0,5925,87,20,f,0,0,9387.62,9387.62,5481.7,2084.22,0,1821.7,327.906,Feb-16,633.36,Oct-16,579,575,0,1,Individual,0,0,0,0,0,N,Cash,N
28,37692106,28000,28000,28000, 60 months,10.49,601.7,B,B3,MORTGAGE,67000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37692106,debt_consolidation,336xx,FL,16.13,0,Aug-94,710,714,1,15,0,14684,35.2,39,w,0,0,30628.65,30628.65,28000,2628.65,0,0,0,Dec-15,24652.44,Oct-17,709,705,0,1,Individual,0,0,0,0,0,N,Cash,N
29,37832099,4000,4000,4000, 36 months,15.99,140.61,D,D2,RENT,50000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37832099,debt_consolidation,114xx,NY,33.99,0,Mar-02,665,669,1,12,0,5697,65.5,23,f,0,0,4972.664795,4972.66,4000,957.66,15,0,0,Feb-17,1606.9,Dec-17,579,575,0,1,Individual,0,0,0,0,0,N,Cash,N
30,37622029,15000,15000,15000, 60 months,20.99,405.72,E,E4,MORTGAGE,48000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37622029,other,770xx,TX,17.53,0,Nov-05,700,704,0,8,0,12486,57.5,13,f,7523.88,7523.88,14656.47,14656.47,7476.12,7180.35,0,0,0,Dec-17,405.72,Dec-17,689,685,0,1,Individual,0,0,0,0,0,N,Cash,N
31,37661949,5000,5000,5000, 36 months,10.49,162.49,B,B3,MORTGAGE,52000,Source Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37661949,debt_consolidation,853xx,AZ,14.35,0,Jul-01,660,664,2,9,1,466,8.8,39,f,0,0,4100.83,4100.83,3156.58,744.25,0,200,36,Jan-17,162.49,Dec-17,594,590,0,1,Individual,0,0,0,1,0,N,Cash,Y
32,37681488,9600,9600,9600, 36 months,7.49,298.58,A,A4,MORTGAGE,42000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37681488,debt_consolidation,629xx,IL,11.51,0,Oct-00,715,719,1,10,1,11564,30.9,22,w,0,0,10666.70519,10666.71,9600,1066.71,0,0,0,Apr-17,2909.62,Oct-17,704,700,0,1,Individual,0,0,0,1,0,N,Cash,N
33,37742002,3625,3625,3625, 36 months,16.49,128.33,D,D3,MORTGAGE,75000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37742002,debt_consolidation,273xx,NC,17.71,0,Jan-03,710,714,0,6,0,1059,81.5,12,f,0,0,3835.45,3835.45,3625,210.45,0,0,0,May-15,3455.44,Dec-17,719,715,0,1,Individual,0,0,0,0,0,N,Cash,N
34,37631679,15000,15000,15000, 36 months,10.49,487.47,B,B3,MORTGAGE,84000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37631679,credit_card,363xx,AL,19.73,0,Mar-03,690,694,2,10,1,4590,69.5,77,f,0,0,17156.8,17156.8,15000,2156.8,0,0,0,Nov-16,6933.04,Oct-17,719,715,0,1,Individual,0,0,0,1,0,N,Cash,N
35,37731951,11175,11175,11175, 36 months,19.99,415.25,E,E3,RENT,31240,Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37731951,debt_consolidation,704xx,LA,15.02,0,Dec-06,660,664,0,9,0,11046,37.1,23,f,408.26,408.26,14515.13,14515.13,10766.74,3748.39,0,0,0,Dec-17,415.25,Dec-17,664,660,0,1,Individual,0,0,0,0,0,N,Cash,N
36,37631992,21000,21000,21000, 36 months,8.67,664.58,B,B1,OWN,120000,Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37631992,debt_consolidation,958xx,CA,19.21,0,Sep-96,685,689,1,5,0,6131,94.3,14,f,0,0,23747.83319,23747.83,21000,2747.83,0,0,0,Apr-17,6467.75,Dec-17,679,675,0,1,Individual,0,0,0,0,0,N,Cash,N
37,37681595,8000,8000,8000, 36 months,12.39,267.21,C,C1,RENT,70000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37681595,debt_consolidation,064xx,CT,11.91,0,Jul-07,700,704,0,6,0,10709,99.2,10,w,0,0,9617.18625,9617.19,8000,1617.19,0,0,0,Nov-17,519.85,Dec-17,709,705,0,1,Individual,0,0,0,0,0,N,Cash,N
38,37751772,17600,17600,17600, 60 months,9.49,369.55,B,B2,MORTGAGE,65000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37751772,credit_card,077xx,NJ,15.36,0,Sep-81,775,779,0,10,0,22901,35,24,w,0,0,20010.02,20010.02,17600,2410.02,0,0,0,Sep-16,13002.49,Nov-17,709,705,0,1,Individual,0,0,0,0,0,N,Cash,N
39,37692004,28000,28000,28000, 60 months,15.59,674.83,D,D1,OWN,90000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37692004,debt_consolidation,060xx,CT,14.67,0,Dec-95,680,684,0,25,0,11156,66.4,49,w,14325.83,14325.83,23582.67,23582.67,13674.17,9908.5,0,0,0,Dec-17,674.83,Dec-17,749,745,0,1,Individual,0,0,0,0,0,N,Cash,N
40,37631762,11000,11000,11000, 36 months,12.99,370.59,C,C2,MORTGAGE,60000,Not Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37631762,debt_consolidation,395xx,MS,34.1,2,Sep-00,670,674,0,11,0,9704,51.9,24,f,368.92,368.92,12959.79,12959.79,10631.08,2328.71,0,0,0,Dec-17,370.59,Dec-17,689,685,0,1,Individual,1,1,0,0,0,N,Cash,N
41,37791982,5675,5675,5675, 36 months,12.39,189.56,C,C1,RENT,50000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37791982,car,802xx,CO,15.55,1,Mar-92,695,699,0,7,0,2916,15,15,f,0,0,6705.035447,6705.04,5675,1030.04,0,0,0,Feb-17,2161.46,Feb-17,714,710,0,1,Individual,0,0,0,0,0,N,Cash,N
42,37651933,6825,6825,6825, 36 months,15.99,239.92,D,D2,RENT,19000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37651933,debt_consolidation,328xx,FL,26.06,0,Mar-11,730,734,0,7,0,5514,26.3,9,f,0,0,6881.32,6881.32,6825,56.32,0,0,0,Jan-15,6890.41,Jun-16,729,725,0,1,Individual,0,0,0,0,0,N,Cash,N
43,37791971,5000,5000,5000, 36 months,13.66,170.07,C,C3,RENT,54797,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37791971,moving,925xx,CA,11.05,0,Mar-04,665,669,0,7,1,3605,48.1,22,f,167.89,167.89,5949.25,5949.25,4832.11,1117.14,0,0,0,Dec-17,170.07,Dec-17,714,710,0,1,Individual,0,0,0,0,0,N,Cash,N
44,37651870,1500,1500,1500, 36 months,14.31,51.5,C,C4,RENT,53800,Not Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37651870,debt_consolidation,303xx,GA,15.93,0,Oct-07,680,684,0,4,0,3981,94.8,6,f,50.57,50.57,1800.71,1800.71,1449.43,351.28,0,0,0,Dec-17,51.5,Dec-17,549,545,0,1,Individual,0,0,0,0,0,N,Cash,N
45,37612142,20000,20000,20000, 60 months,14.31,468.59,C,C4,MORTGAGE,84000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37612142,debt_consolidation,277xx,NC,12.83,0,Aug-00,715,719,1,15,0,14761,37.9,19,w,10078.09,10078.09,16376.8,16376.8,9921.91,6454.89,0,0,0,Dec-17,468.59,Dec-17,719,715,0,1,Individual,0,0,0,0,0,N,Cash,N
46,37742008,3000,3000,3000, 36 months,8.19,94.28,A,A5,MORTGAGE,85000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37742008,debt_consolidation,670xx,KS,11.97,0,Jul-02,680,684,0,5,0,11873,79.2,19,f,0,0,3071.13,3071.13,3000,71.13,0,0,0,Apr-15,2884.62,Aug-17,794,790,0,1,Individual,0,0,0,0,0,N,Cash,N
47,10089665,8000,8000,8000, 36 months,10.49,259.99,B,B3,MORTGAGE,94000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10089665,debt_consolidation,358xx,AL,22.33,0,Mar-95,695,699,2,24,0,32776,43.9,58,f,0,0,8525.76,8525.76,8000,525.76,0,0,0,Sep-15,6712.82,Dec-17,559,555,0,1,Individual,0,0,0,0,0,N,Cash,N
48,37651881,15000,15000,15000, 60 months,11.99,333.6,B,B5,RENT,40000,Source Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37651881,debt_consolidation,853xx,AZ,24.36,0,Oct-03,715,719,0,7,0,10017,89.4,11,w,7347.11,7347.11,11674.07,11674.07,7652.89,4021.18,0,0,0,Dec-17,333.6,Dec-17,784,780,0,1,Individual,0,0,0,0,0,N,Cash,N
49,37811785,14000,14000,14000, 60 months,9.49,293.96,B,B2,OWN,157000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37811785,debt_consolidation,770xx,TX,21.73,0,Jan-81,755,759,0,8,0,49513,59.8,11,w,0,0,16766.43363,16766.43,14000,2766.43,0,0,0,Oct-17,2370.78,Sep-17,804,800,0,1,Individual,0,0,0,0,0,N,Cash,N
50,37802003,5000,5000,5000, 36 months,12.99,168.45,C,C2,RENT,95000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37802003,house,130xx,NY,20.21,0,Mar-99,670,674,0,7,0,12083,92.9,24,f,0,0,6041.234901,6041.23,5000,1041.23,0,0,0,Sep-17,824.69,Dec-17,709,705,0,1,Individual,0,0,0,0,0,N,Cash,N
51,37077753,16000,16000,16000, 60 months,17.14,398.85,D,D4,RENT,40000,Not Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37077753,debt_consolidation,327xx,FL,25.96,0,Sep-02,670,674,0,9,0,14411,94.2,27,w,8335.59,8335.59,13936.9,13936.9,7664.41,6272.49,0,0,0,Dec-17,398.85,Dec-17,684,680,0,1,Individual,0,0,0,0,0,N,Cash,N
52,37661932,4200,4200,4200, 36 months,6.99,129.67,A,A3,MORTGAGE,55000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37661932,debt_consolidation,560xx,MN,21.3,0,Mar-02,775,779,0,12,0,5268,33.1,18,f,0,0,4588.910001,4588.91,4200,388.91,0,0,0,Nov-16,1868.29,Feb-17,824,820,0,1,Individual,0,0,0,0,0,N,Cash,N
53,37711991,14000,14000,14000, 36 months,16.49,495.6,D,D3,RENT,45000,Source Verified,Dec-14,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37711991,credit_card,331xx,FL,13.47,0,Aug-08,660,664,1,20,0,10585,39.9,22,f,0,0,2955.08,2955.08,303.22,173.14,0,2478.72,446.1696,Feb-15,495.6,Oct-16,529,525,0,1,Individual,0,0,0,0,0,N,Cash,N
54,37702003,2400,2400,2400, 36 months,14.31,82.39,C,C4,OWN,35000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37702003,other,283xx,NC,24.45,1,May-07,665,669,0,8,1,7467,46.1,15,f,0,0,2418.13,2418.13,2400,18.13,0,0,0,Jan-15,2420.99,Dec-17,734,730,0,1,Individual,0,0,0,0,1,N,Cash,N
55,37641966,18000,18000,18000, 36 months,11.44,593.06,B,B4,OWN,45000,Not Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37641966,credit_card,196xx,PA,8.54,0,Aug-06,670,674,0,18,0,10399,82.5,26,f,0,0,18707.1,18707.1,18000,707.1,0,0,0,May-15,16945.08,Dec-17,589,585,0,1,Individual,0,0,0,0,0,N,Cash,N
56,37692013,1000,1000,1000, 36 months,11.99,33.21,B,B5,MORTGAGE,45000,Not Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37692013,other,452xx,OH,29.55,0,Jan-98,700,704,1,14,0,43582,51.3,22,f,32.86,32.86,1161.35,1161.35,967.14,194.21,0,0,0,Dec-17,33.21,Dec-17,624,620,0,1,Individual,0,0,0,0,0,N,Cash,N
57,37661950,24000,24000,24000, 36 months,11.44,790.74,B,B4,MORTGAGE,80000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37661950,credit_card,324xx,FL,26.2,0,Jun-96,685,689,1,22,0,44074,61.6,44,f,0,0,27344.62434,27344.62,24000,3344.62,0,0,0,Apr-17,1382.75,Oct-17,729,725,0,1,Individual,0,0,0,0,0,N,Cash,N
58,37791945,12000,12000,12000, 60 months,17.86,303.81,D,D5,RENT,60000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37791945,debt_consolidation,841xx,UT,28.78,0,Jun-04,705,709,0,12,0,13846,41.1,15,w,0,0,12523.86,12523.86,12000,523.86,0,0,0,Apr-15,11934.1,May-17,739,735,0,1,Individual,0,0,0,0,0,N,Cash,N
59,37661936,20000,20000,20000, 36 months,11.99,664.2,B,B5,MORTGAGE,100000,Source Verified,Dec-14,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37661936,credit_card,300xx,GA,24.7,0,Aug-89,740,744,0,5,0,7698,90.6,26,f,0,0,22292.87,22292.87,20000,2292.87,0,0,0,Feb-16,14342.45,Dec-17,689,685,0,1,Individual,0,0,0,0,0,N,Cash,N
60,37641656,20975,20975,20975, 60 months,12.39,470.73,C,C1,MORTGAGE,46800,Verified,Dec-14,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37641656,home_improvement,728xx,AR,20.79,0,Mar-77,725,729,2,4,0,2110,33,50,w,10324.9,10324.9,16453.89,16453.89,10650.1,5803.79,0,0,0,Dec-17,470.73,Dec-17,724,720,0,1,Individual,0,0,0,0,0,N,Cash,N
